days,trips,iter,min_or_max_state_duration home,last_trip_to home,min_or_max_state_duration shopping,equal_state_and_destination home,min_or_max_state_duration leisure,min_or_max_state_duration errands
1,4,20,0.0,0.6,0.1,0.2,0.0,0.1
