days,trips,iter,last_trip_to home,equal_state_and_destination home,min_or_max_state_duration leisure,equal_state_and_destination errands,min_or_max_state_duration home,equal_state_and_destination escort
1,4,20,0.4,0.4,0.0,0.0,0.2,0.0
