days,trips,iter,min_or_max_state_duration shopping,equal_state_and_destination leisure,last_trip_to home,equal_state_and_destination home,min_or_max_state_duration leisure,min_or_max_state_duration home
0,5,20,0.0,0.0,0.5,0.4,0.0,0.1
