days,trips,iter,last_trip_to home,min_or_max_state_duration home,equal_state_and_destination shopping,overall_min_or_max_time_at home,min_or_max_state_duration shopping,equal_state_and_destination home,min_or_max_state_duration leisure
1,5,20,0.5,0.0,0.0,0.1,0.1,0.2,0.1
