days,trips,iter,last_trip_to home,equal_state_and_destination home,min_or_max_state_duration leisure,min_or_max_state_duration shopping,min_or_max_state_duration home,equal_state_and_destination errands
2,4,20,0.5,0.2,0.0,0.1,0.1,0.1
