days,trips,iter,last_trip_to home,min_or_max_state_duration errands,overall_min_or_max_time_at home,equal_state_and_destination home,min_or_max_state_duration leisure,min_or_max_state_duration home,min_or_max_state_duration shopping,min_or_max_state_duration escort
2,5,20,0.1,0.1,0.0,0.4,0.2,0.0,0.1,0.1
