days,trips,iter,last_trip_to home,min_or_max_state_duration shopping,equal_state_and_destination home,equal_state_and_destination leisure,min_or_max_state_duration home,equal_state_and_destination errands
1,5,20,0.4,0.0,0.4,0.0,0.1,0.1
