days,trips,iter,last_trip_to home,min_or_max_state_duration errands,equal_state_and_destination home,equal_state_and_destination errands,overall_min_or_max_time_at home,min_or_max_state_duration escort,min_or_max_state_duration home
0,4,20,0.3,0.1,0.4,0.1,0.0,0.0,0.1
