days,trips,iter,last_trip_to home,min_or_max_state_duration home,equal_state_and_destination home,equal_state_and_destination shopping,min_or_max_state_duration leisure,min_or_max_state_duration errands,min_or_max_state_duration shopping
4,5,20,0.4,0.1,0.3,0.0,0.1,0.0,0.1
