days,trips,iter,min_or_max_state_duration home,last_trip_to home,equal_state_and_destination home,min_or_max_state_duration escort,min_or_max_state_duration shopping,equal_state_and_destination errands,equal_state_and_destination leisure
2,5,20,0.0,0.7,0.1,0.0,0.0,0.1,0.1
