days,trips,iter,equal_state_and_destination errands,last_trip_to home,min_or_max_state_duration leisure,equal_state_and_destination leisure,min_or_max_state_duration home,min_or_max_state_duration shopping,equal_state_and_destination home,min_or_max_state_duration errands
0,5,20,0.0,0.6,0.0,0.0,0.2,0.0,0.1,0.1
