days,trips,iter,equal_state_and_destination home,min_or_max_state_duration shopping,last_trip_to home,min_or_max_state_duration errands,min_or_max_state_duration home,min_or_max_state_duration leisure
0,5,20,0.3,0.0,0.5,0.0,0.1,0.1
