days,trips,iter,min_or_max_state_duration shopping,last_trip_to home,equal_state_and_destination home,min_or_max_state_duration home,equal_state_and_destination errands,equal_state_and_destination shopping,min_or_max_state_duration leisure
2,5,20,0.1,0.2,0.0,0.4,0.1,0.1,0.1
