days,trips,iter,last_trip_to home,equal_state_and_destination home,equal_state_and_destination shopping,equal_state_and_destination leisure,min_or_max_state_duration errands,min_or_max_state_duration shopping
2,4,20,0.6,0.2,0.0,0.0,0.1,0.1
