days,trips,iter,last_trip_to home,min_or_max_state_duration shopping,equal_state_and_destination home,min_or_max_state_duration errands,min_or_max_state_duration home,equal_state_and_destination escort,min_or_max_state_duration leisure,equal_state_and_destination shopping
2,4,20,0.4,0.0,0.1,0.1,0.1,0.1,0.1,0.1
