days,trips,iter,last_trip_to home,min_or_max_state_duration shopping,equal_state_and_destination home,min_or_max_state_duration home,min_or_max_state_duration errands,min_or_max_state_duration escort
0,5,20,0.5,0.0,0.4,0.0,0.0,0.1
