days,trips,iter,equal_state_and_destination home,last_trip_to home,min_or_max_state_duration leisure,min_or_max_state_duration home,min_or_max_state_duration shopping,min_or_max_state_duration errands,equal_state_and_destination shopping
0,4,20,0.1,0.6,0.0,0.2,0.0,0.0,0.1
