days,trips,iter,min_or_max_state_duration shopping,last_trip_to home,equal_state_and_destination errands,min_or_max_state_duration errands,equal_state_and_destination home,min_or_max_state_duration home,equal_state_and_destination leisure
0,5,20,0.0,0.6,0.1,0.1,0.1,0.0,0.1
