days,trips,iter,equal_state_and_destination home,min_or_max_state_duration shopping,last_trip_to home,min_or_max_state_duration home,min_or_max_state_duration errands,equal_state_and_destination leisure,min_or_max_state_duration leisure
1,5,20,0.1,0.0,0.4,0.2,0.1,0.0,0.2
