days,trips,iter,equal_state_and_destination home,last_trip_to home,min_or_max_state_duration shopping,min_or_max_state_duration errands,equal_state_and_destination shopping,min_or_max_state_duration home,equal_state_and_destination errands,min_or_max_state_duration leisure
3,5,20,0.0,0.4,0.0,0.1,0.1,0.2,0.1,0.1
