days,trips,iter,last_trip_to home,equal_state_and_destination shopping,min_or_max_state_duration shopping,equal_state_and_destination home,equal_state_and_destination errands,min_or_max_state_duration errands,min_or_max_state_duration leisure,min_or_max_state_duration home
0,3,20,0.4,0.1,0.0,0.2,0.0,0.1,0.1,0.1
