t[s],Converged,Pload,P7 (csv),Unresp (opf),P7 (rpf),Resp (opf),GLD Pub,BID?,P7 Min,V7,LMP_P7,LMP_Q7,Pgen1,Pgen2,Pgen3,Pgen4,Pdisp,Deg,c2,c1
5505,True,321.062,97.855,0.000,111.463,-0.000,13.608,False,0.000,0.983,14.313,0.000,216.88,70.05,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
5520,True,321.062,97.855,0.000,111.463,-0.000,13.608,False,0.000,0.983,14.313,0.000,216.88,70.05,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
5535,True,321.062,97.855,0.000,111.463,-0.000,13.608,False,0.000,0.983,14.313,0.000,216.88,70.05,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
5550,True,321.062,97.855,0.000,111.463,-0.000,13.608,False,0.000,0.983,14.313,0.000,216.88,70.05,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
5565,True,321.062,97.855,0.000,111.463,-0.000,13.608,False,0.000,0.983,14.313,0.000,216.88,70.05,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
5580,True,321.062,97.855,0.000,111.463,-0.000,13.608,False,0.000,0.983,14.313,0.000,216.88,70.05,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
5595,True,321.062,97.855,0.000,111.463,-0.000,13.608,False,0.000,0.983,14.313,0.000,216.88,70.05,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
5610,True,321.062,97.855,0.000,111.463,-0.000,13.608,False,0.000,0.983,14.313,0.000,216.88,70.05,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
5625,True,321.062,97.855,0.000,111.463,-0.000,13.608,False,0.000,0.983,14.313,0.000,216.88,70.05,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
5640,True,321.062,97.855,0.000,111.463,-0.000,13.608,False,0.000,0.983,14.313,0.000,216.88,70.05,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
5655,True,321.062,97.855,0.000,111.463,-0.000,13.608,False,0.000,0.983,14.313,0.000,216.88,70.05,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
5670,True,321.062,97.855,0.000,111.463,-0.000,13.608,False,0.000,0.983,14.313,0.000,216.88,70.05,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
5685,True,321.833,97.127,0.000,110.735,-0.000,13.608,False,0.000,0.983,14.322,0.000,217.03,70.63,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5700,True,321.831,97.127,0.000,110.733,-0.000,13.606,False,0.000,0.983,14.322,0.000,217.03,70.63,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5715,True,322.651,97.127,0.000,111.553,-0.000,14.426,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5730,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5745,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5760,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5775,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5790,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5805,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5820,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5835,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5850,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5865,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5880,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5895,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5910,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5925,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5940,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5955,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5970,True,322.650,97.127,0.000,111.552,-0.000,14.425,False,0.000,0.983,14.322,0.000,217.03,71.46,38.20,0.00,0.00,0.0000,999.00000000,0.00000000
5985,True,321.745,97.050,0.000,111.475,-0.000,14.425,False,0.000,0.983,14.319,0.000,216.98,70.62,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6000,True,321.740,97.050,0.000,111.470,-0.000,14.420,False,0.000,0.983,14.319,0.000,216.98,70.61,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6015,True,322.475,97.050,0.000,112.205,-0.000,15.155,False,0.000,0.982,14.319,0.000,216.98,71.36,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6030,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6045,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6060,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6075,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6090,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6105,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6120,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6135,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6150,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6165,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6180,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6195,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6210,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6225,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6240,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6255,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6270,True,322.464,97.050,0.000,112.194,-0.000,15.144,False,0.000,0.982,14.319,0.000,216.98,71.35,38.19,0.00,0.00,0.0000,999.00000000,0.00000000
6285,True,323.737,97.789,0.000,112.933,-0.000,15.144,False,0.000,0.982,14.393,0.000,218.22,71.12,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6300,True,323.730,97.789,0.000,112.926,-0.000,15.137,False,0.000,0.982,14.393,0.000,218.22,71.11,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6315,True,322.129,97.789,0.000,111.325,-0.000,13.536,False,0.000,0.983,14.393,0.000,218.22,69.49,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6330,True,322.120,97.789,0.000,111.316,-0.000,13.527,False,0.000,0.983,14.393,0.000,218.22,69.48,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6345,True,322.120,97.789,0.000,111.316,-0.000,13.527,False,0.000,0.983,14.393,0.000,218.22,69.48,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6360,True,322.120,97.789,0.000,111.316,-0.000,13.527,False,0.000,0.983,14.393,0.000,218.22,69.48,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6375,True,322.120,97.789,0.000,111.316,-0.000,13.527,False,0.000,0.983,14.393,0.000,218.22,69.48,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6390,True,322.120,97.789,0.000,111.316,-0.000,13.527,False,0.000,0.983,14.393,0.000,218.22,69.48,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6405,True,322.120,97.789,0.000,111.316,-0.000,13.527,False,0.000,0.983,14.393,0.000,218.22,69.48,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6420,True,322.120,97.789,0.000,111.316,-0.000,13.527,False,0.000,0.983,14.393,0.000,218.22,69.48,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6435,True,322.120,97.789,0.000,111.316,-0.000,13.527,False,0.000,0.983,14.393,0.000,218.22,69.48,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6450,True,322.120,97.789,0.000,111.316,-0.000,13.527,False,0.000,0.983,14.393,0.000,218.22,69.48,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6465,True,322.120,97.789,0.000,111.316,-0.000,13.527,False,0.000,0.983,14.393,0.000,218.22,69.48,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6480,True,322.107,97.789,0.000,111.303,-0.000,13.514,False,0.000,0.983,14.393,0.000,218.22,69.47,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6495,True,322.107,97.789,0.000,111.303,-0.000,13.514,False,0.000,0.983,14.393,0.000,218.22,69.47,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6510,True,322.107,97.789,0.000,111.303,-0.000,13.514,False,0.000,0.983,14.393,0.000,218.22,69.47,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6525,True,322.107,97.789,0.000,111.303,-0.000,13.514,False,0.000,0.983,14.393,0.000,218.22,69.47,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6540,True,322.053,97.789,0.000,111.249,-0.000,13.460,False,0.000,0.983,14.393,0.000,218.22,69.41,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6555,True,322.025,97.789,0.000,111.221,-0.000,13.432,False,0.000,0.983,14.393,0.000,218.22,69.38,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6570,True,322.025,97.789,0.000,111.221,-0.000,13.432,False,0.000,0.983,14.393,0.000,218.22,69.38,38.50,0.00,0.00,0.0000,999.00000000,0.00000000
6585,True,321.633,97.580,0.000,110.933,-0.000,13.353,False,0.000,0.983,14.314,0.000,216.90,70.59,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6600,True,321.630,97.580,0.000,110.930,-0.000,13.350,False,0.000,0.983,14.314,0.000,216.90,70.58,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6615,True,321.450,97.580,0.000,110.750,-0.000,13.170,False,0.000,0.983,14.314,0.000,216.90,70.40,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6630,True,321.438,97.580,0.000,110.738,-0.000,13.158,False,0.000,0.983,14.314,0.000,216.90,70.39,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6645,True,321.438,97.580,0.000,110.738,-0.000,13.158,False,0.000,0.983,14.314,0.000,216.90,70.39,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6660,True,321.438,97.580,0.000,110.738,-0.000,13.158,False,0.000,0.983,14.314,0.000,216.90,70.39,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6675,True,321.438,97.580,0.000,110.738,-0.000,13.158,False,0.000,0.983,14.314,0.000,216.90,70.39,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6690,True,321.438,97.580,0.000,110.738,-0.000,13.158,False,0.000,0.983,14.314,0.000,216.90,70.39,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6705,True,321.438,97.580,0.000,110.738,-0.000,13.158,False,0.000,0.983,14.314,0.000,216.90,70.39,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6720,True,321.425,97.580,0.000,110.725,-0.000,13.145,False,0.000,0.983,14.314,0.000,216.90,70.38,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6735,True,321.425,97.580,0.000,110.725,-0.000,13.145,False,0.000,0.983,14.314,0.000,216.90,70.38,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6750,True,321.425,97.580,0.000,110.725,-0.000,13.145,False,0.000,0.983,14.314,0.000,216.90,70.38,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6765,True,321.425,97.580,0.000,110.725,-0.000,13.145,False,0.000,0.983,14.314,0.000,216.90,70.38,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6780,True,321.425,97.580,0.000,110.725,-0.000,13.145,False,0.000,0.983,14.314,0.000,216.90,70.38,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6795,True,321.425,97.580,0.000,110.725,-0.000,13.145,False,0.000,0.983,14.314,0.000,216.90,70.38,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6810,True,321.425,97.580,0.000,110.725,-0.000,13.145,False,0.000,0.983,14.314,0.000,216.90,70.38,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6825,True,321.425,97.580,0.000,110.725,-0.000,13.145,False,0.000,0.983,14.314,0.000,216.90,70.38,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6840,True,321.406,97.580,0.000,110.706,-0.000,13.126,False,0.000,0.983,14.314,0.000,216.90,70.36,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6855,True,321.406,97.580,0.000,110.706,-0.000,13.126,False,0.000,0.983,14.314,0.000,216.90,70.36,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6870,True,321.406,97.580,0.000,110.706,-0.000,13.126,False,0.000,0.983,14.314,0.000,216.90,70.36,38.17,0.00,0.00,0.0000,999.00000000,0.00000000
6885,True,319.318,96.901,0.000,110.027,-0.000,13.126,False,0.000,0.983,14.227,0.000,215.46,70.02,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
6900,True,319.314,96.901,0.000,110.023,-0.000,13.122,False,0.000,0.983,14.227,0.000,215.46,70.01,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
6915,True,320.604,96.901,0.000,111.313,-0.000,14.412,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
6930,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
6945,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
6960,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
6975,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
6990,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
7005,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
7020,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
7035,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
7050,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
7065,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
7080,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
7095,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
7110,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
7125,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
7140,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
7155,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
7170,True,320.603,96.901,0.000,111.312,-0.000,14.411,False,0.000,0.983,14.227,0.000,215.46,71.32,37.82,0.00,0.00,0.0000,999.00000000,0.00000000
7185,True,321.425,96.848,0.000,111.259,-0.000,14.411,False,0.000,0.983,14.306,0.000,216.77,70.54,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7200,True,321.419,96.848,0.000,111.253,-0.000,14.405,False,0.000,0.983,14.306,0.000,216.77,70.53,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7215,True,322.340,96.848,0.000,112.174,-0.000,15.326,False,0.000,0.982,14.306,0.000,216.77,71.47,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7230,True,322.340,96.848,0.000,112.174,-0.000,15.326,False,0.000,0.982,14.306,0.000,216.77,71.47,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7245,True,322.340,96.848,0.000,112.174,-0.000,15.326,False,0.000,0.982,14.306,0.000,216.77,71.47,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7260,True,322.340,96.848,0.000,112.174,-0.000,15.326,False,0.000,0.982,14.306,0.000,216.77,71.47,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7275,True,322.340,96.848,0.000,112.174,-0.000,15.326,False,0.000,0.982,14.306,0.000,216.77,71.47,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7290,True,322.327,96.848,0.000,112.161,-0.000,15.313,False,0.000,0.982,14.306,0.000,216.77,71.45,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7305,True,322.301,96.848,0.000,112.135,-0.000,15.287,False,0.000,0.982,14.306,0.000,216.77,71.43,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7320,True,322.288,96.848,0.000,112.122,-0.000,15.274,False,0.000,0.982,14.306,0.000,216.77,71.42,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7335,True,322.288,96.848,0.000,112.122,-0.000,15.274,False,0.000,0.982,14.306,0.000,216.77,71.42,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7350,True,322.288,96.848,0.000,112.122,-0.000,15.274,False,0.000,0.982,14.306,0.000,216.77,71.42,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7365,True,322.288,96.848,0.000,112.122,-0.000,15.274,False,0.000,0.982,14.306,0.000,216.77,71.42,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7380,True,322.288,96.848,0.000,112.122,-0.000,15.274,False,0.000,0.982,14.306,0.000,216.77,71.42,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7395,True,322.288,96.848,0.000,112.122,-0.000,15.274,False,0.000,0.982,14.306,0.000,216.77,71.42,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7410,True,322.288,96.848,0.000,112.122,-0.000,15.274,False,0.000,0.982,14.306,0.000,216.77,71.42,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7425,True,322.288,96.848,0.000,112.122,-0.000,15.274,False,0.000,0.982,14.306,0.000,216.77,71.42,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7440,True,322.288,96.848,0.000,112.122,-0.000,15.274,False,0.000,0.982,14.306,0.000,216.77,71.42,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7455,True,322.288,96.848,0.000,112.122,-0.000,15.274,False,0.000,0.982,14.306,0.000,216.77,71.42,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7470,True,322.288,96.848,0.000,112.122,-0.000,15.274,False,0.000,0.982,14.306,0.000,216.77,71.42,38.14,0.00,0.00,0.0000,999.00000000,0.00000000
7485,True,321.968,96.960,0.000,112.234,-0.000,15.274,False,0.000,0.982,14.327,0.000,217.11,70.68,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7500,True,321.961,96.960,0.000,112.227,-0.000,15.267,False,0.000,0.982,14.327,0.000,217.11,70.68,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7515,True,321.585,96.960,0.000,111.851,-0.000,14.891,False,0.000,0.983,14.327,0.000,217.11,70.30,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7530,True,321.585,96.960,0.000,111.851,-0.000,14.891,False,0.000,0.983,14.327,0.000,217.11,70.30,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7545,True,321.585,96.960,0.000,111.851,-0.000,14.891,False,0.000,0.983,14.327,0.000,217.11,70.30,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7560,True,321.576,96.960,0.000,111.842,-0.000,14.882,False,0.000,0.983,14.327,0.000,217.11,70.29,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7575,True,321.568,96.960,0.000,111.834,-0.000,14.874,False,0.000,0.983,14.327,0.000,217.11,70.28,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7590,True,321.568,96.960,0.000,111.834,-0.000,14.874,False,0.000,0.983,14.327,0.000,217.11,70.28,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7605,True,321.568,96.960,0.000,111.834,-0.000,14.874,False,0.000,0.983,14.327,0.000,217.11,70.28,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7620,True,321.568,96.960,0.000,111.834,-0.000,14.874,False,0.000,0.983,14.327,0.000,217.11,70.28,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7635,True,321.568,96.960,0.000,111.834,-0.000,14.874,False,0.000,0.983,14.327,0.000,217.11,70.28,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7650,True,321.568,96.960,0.000,111.834,-0.000,14.874,False,0.000,0.983,14.327,0.000,217.11,70.28,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7665,True,321.568,96.960,0.000,111.834,-0.000,14.874,False,0.000,0.983,14.327,0.000,217.11,70.28,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7680,True,321.568,96.960,0.000,111.834,-0.000,14.874,False,0.000,0.983,14.327,0.000,217.11,70.28,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7695,True,321.568,96.960,0.000,111.834,-0.000,14.874,False,0.000,0.983,14.327,0.000,217.11,70.28,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7710,True,321.568,96.960,0.000,111.834,-0.000,14.874,False,0.000,0.983,14.327,0.000,217.11,70.28,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7725,True,321.568,96.960,0.000,111.834,-0.000,14.874,False,0.000,0.983,14.327,0.000,217.11,70.28,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7740,True,321.568,96.960,0.000,111.834,-0.000,14.874,False,0.000,0.983,14.327,0.000,217.11,70.28,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7755,True,321.561,96.960,0.000,111.827,-0.000,14.867,False,0.000,0.983,14.327,0.000,217.11,70.27,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7770,True,321.561,96.960,0.000,111.827,-0.000,14.867,False,0.000,0.983,14.327,0.000,217.11,70.27,38.22,0.00,0.00,0.0000,999.00000000,0.00000000
7785,True,320.410,96.906,0.000,111.773,-0.000,14.867,False,0.000,0.983,14.268,0.000,216.14,70.30,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
7800,True,320.405,96.906,0.000,111.768,-0.000,14.862,False,0.000,0.983,14.268,0.000,216.14,70.30,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
7815,True,317.874,96.906,0.000,109.237,-0.000,12.331,False,0.000,0.983,14.268,0.000,216.14,67.73,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
7830,True,317.876,96.906,0.000,109.239,-0.000,12.333,False,0.000,0.983,14.268,0.000,216.14,67.74,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
7845,True,317.876,96.906,0.000,109.239,-0.000,12.333,False,0.000,0.983,14.268,0.000,216.14,67.74,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
7860,True,317.876,96.906,0.000,109.239,-0.000,12.333,False,0.000,0.983,14.268,0.000,216.14,67.74,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
7875,True,317.876,96.906,0.000,109.239,-0.000,12.333,False,0.000,0.983,14.268,0.000,216.14,67.74,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
7890,True,317.876,96.906,0.000,109.239,-0.000,12.333,False,0.000,0.983,14.268,0.000,216.14,67.74,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
7905,True,317.876,96.906,0.000,109.239,-0.000,12.333,False,0.000,0.983,14.268,0.000,216.14,67.74,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
7920,True,317.876,96.906,0.000,109.239,-0.000,12.333,False,0.000,0.983,14.268,0.000,216.14,67.74,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
7935,True,317.876,96.906,0.000,109.239,-0.000,12.333,False,0.000,0.983,14.268,0.000,216.14,67.74,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
