days,trips,iter,last_trip_to home,equal_state_and_destination home,min_or_max_state_duration shopping,min_or_max_state_duration home,min_or_max_state_duration errands,min_or_max_state_duration leisure
0,4,20,0.6,0.1,0.0,0.1,0.1,0.1
