days,trips,iter,min_or_max_state_duration leisure,last_trip_to home,equal_state_and_destination home,equal_state_and_destination shopping,min_or_max_state_duration shopping,min_or_max_state_duration home,equal_state_and_destination errands
3,5,20,0.1,0.6,0.1,0.0,0.0,0.1,0.1
