t[s],Converged,Pload,P7 (csv),Unresp (opf),P7 (rpf),Resp (opf),GLD Pub,BID?,P7 Min,V7,LMP_P7,LMP_Q7,Pgen1,Pgen2,Pgen3,Pgen4,Pdisp,Deg,c2,c1
2475,True,325.519,98.845,0.000,112.168,-0.000,13.323,False,0.000,0.982,14.469,0.000,219.49,71.35,38.81,0.00,0.00,0.0000,999.00000000,0.00000000
2490,True,325.519,98.845,0.000,112.168,-0.000,13.323,False,0.000,0.982,14.469,0.000,219.49,71.35,38.81,0.00,0.00,0.0000,999.00000000,0.00000000
2505,True,325.519,98.845,0.000,112.168,-0.000,13.323,False,0.000,0.982,14.469,0.000,219.49,71.35,38.81,0.00,0.00,0.0000,999.00000000,0.00000000
2520,True,325.519,98.845,0.000,112.168,-0.000,13.323,False,0.000,0.982,14.469,0.000,219.49,71.35,38.81,0.00,0.00,0.0000,999.00000000,0.00000000
2535,True,325.519,98.845,0.000,112.168,-0.000,13.323,False,0.000,0.982,14.469,0.000,219.49,71.35,38.81,0.00,0.00,0.0000,999.00000000,0.00000000
2550,True,325.501,98.845,0.000,112.150,-0.000,13.305,False,0.000,0.982,14.469,0.000,219.49,71.33,38.81,0.00,0.00,0.0000,999.00000000,0.00000000
2565,True,325.482,98.845,0.000,112.131,-0.000,13.286,False,0.000,0.982,14.469,0.000,219.49,71.31,38.81,0.00,0.00,0.0000,999.00000000,0.00000000
2580,True,325.482,98.845,0.000,112.131,-0.000,13.286,False,0.000,0.982,14.469,0.000,219.49,71.31,38.81,0.00,0.00,0.0000,999.00000000,0.00000000
2595,True,325.482,98.845,0.000,112.131,-0.000,13.286,False,0.000,0.982,14.469,0.000,219.49,71.31,38.81,0.00,0.00,0.0000,999.00000000,0.00000000
2610,True,325.482,98.845,0.000,112.131,-0.000,13.286,False,0.000,0.982,14.469,0.000,219.49,71.31,38.81,0.00,0.00,0.0000,999.00000000,0.00000000
2625,True,325.482,98.845,0.000,112.131,-0.000,13.286,False,0.000,0.982,14.469,0.000,219.49,71.31,38.81,0.00,0.00,0.0000,999.00000000,0.00000000
2640,True,325.482,98.845,0.000,112.131,-0.000,13.286,False,0.000,0.982,14.469,0.000,219.49,71.31,38.81,0.00,0.00,0.0000,999.00000000,0.00000000
2655,True,325.482,98.845,0.000,112.131,-0.000,13.286,False,0.000,0.982,14.469,0.000,219.49,71.31,38.81,0.00,0.00,0.0000,999.00000000,0.00000000
2670,True,325.482,98.845,0.000,112.131,-0.000,13.286,False,0.000,0.982,14.469,0.000,219.49,71.31,38.81,0.00,0.00,0.0000,999.00000000,0.00000000
2685,True,323.518,98.895,0.000,112.181,-0.000,13.286,False,0.000,0.982,14.385,0.000,218.08,71.05,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2700,True,323.518,98.895,0.000,112.181,-0.000,13.286,False,0.000,0.982,14.385,0.000,218.08,71.05,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2715,True,323.981,98.895,0.000,112.644,-0.000,13.749,False,0.000,0.982,14.385,0.000,218.08,71.52,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2730,True,323.935,98.895,0.000,112.598,-0.000,13.703,False,0.000,0.982,14.385,0.000,218.08,71.48,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2745,True,323.935,98.895,0.000,112.598,-0.000,13.703,False,0.000,0.982,14.385,0.000,218.08,71.48,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2760,True,323.935,98.895,0.000,112.598,-0.000,13.703,False,0.000,0.982,14.385,0.000,218.08,71.48,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2775,True,323.935,98.895,0.000,112.598,-0.000,13.703,False,0.000,0.982,14.385,0.000,218.08,71.48,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2790,True,323.935,98.895,0.000,112.598,-0.000,13.703,False,0.000,0.982,14.385,0.000,218.08,71.48,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2805,True,323.935,98.895,0.000,112.598,-0.000,13.703,False,0.000,0.982,14.385,0.000,218.08,71.48,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2820,True,323.935,98.895,0.000,112.598,-0.000,13.703,False,0.000,0.982,14.385,0.000,218.08,71.48,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2835,True,323.935,98.895,0.000,112.598,-0.000,13.703,False,0.000,0.982,14.385,0.000,218.08,71.48,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2850,True,323.935,98.895,0.000,112.598,-0.000,13.703,False,0.000,0.982,14.385,0.000,218.08,71.48,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2865,True,323.935,98.895,0.000,112.598,-0.000,13.703,False,0.000,0.982,14.385,0.000,218.08,71.48,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2880,True,323.935,98.895,0.000,112.598,-0.000,13.703,False,0.000,0.982,14.385,0.000,218.08,71.48,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2895,True,323.935,98.895,0.000,112.598,-0.000,13.703,False,0.000,0.982,14.385,0.000,218.08,71.48,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2910,True,323.935,98.895,0.000,112.598,-0.000,13.703,False,0.000,0.982,14.385,0.000,218.08,71.48,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2925,True,323.863,98.895,0.000,112.526,-0.000,13.631,False,0.000,0.982,14.385,0.000,218.08,71.40,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2940,True,323.647,98.895,0.000,112.310,-0.000,13.415,False,0.000,0.982,14.385,0.000,218.08,71.18,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2955,True,323.647,98.895,0.000,112.310,-0.000,13.415,False,0.000,0.982,14.385,0.000,218.08,71.18,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2970,True,323.647,98.895,0.000,112.310,-0.000,13.415,False,0.000,0.982,14.385,0.000,218.08,71.18,38.46,0.00,0.00,0.0000,999.00000000,0.00000000
2985,True,323.900,98.289,0.000,111.704,-0.000,13.415,False,0.000,0.982,14.399,0.000,218.32,71.14,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3000,True,323.898,98.289,0.000,111.702,-0.000,13.413,False,0.000,0.982,14.399,0.000,218.32,71.14,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3015,True,323.973,98.289,0.000,111.777,-0.000,13.488,False,0.000,0.982,14.399,0.000,218.32,71.21,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3030,True,323.973,98.289,0.000,111.777,-0.000,13.488,False,0.000,0.982,14.399,0.000,218.32,71.21,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3045,True,323.973,98.289,0.000,111.777,-0.000,13.488,False,0.000,0.982,14.399,0.000,218.32,71.21,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3060,True,323.973,98.289,0.000,111.777,-0.000,13.488,False,0.000,0.982,14.399,0.000,218.32,71.21,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3075,True,323.973,98.289,0.000,111.777,-0.000,13.488,False,0.000,0.982,14.399,0.000,218.32,71.21,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3090,True,323.973,98.289,0.000,111.777,-0.000,13.488,False,0.000,0.982,14.399,0.000,218.32,71.21,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3105,True,323.973,98.289,0.000,111.777,-0.000,13.488,False,0.000,0.982,14.399,0.000,218.32,71.21,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3120,True,323.960,98.289,0.000,111.764,-0.000,13.475,False,0.000,0.982,14.399,0.000,218.32,71.20,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3135,True,323.947,98.289,0.000,111.751,-0.000,13.462,False,0.000,0.982,14.399,0.000,218.32,71.19,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3150,True,323.947,98.289,0.000,111.751,-0.000,13.462,False,0.000,0.982,14.399,0.000,218.32,71.19,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3165,True,323.947,98.289,0.000,111.751,-0.000,13.462,False,0.000,0.982,14.399,0.000,218.32,71.19,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3180,True,323.947,98.289,0.000,111.751,-0.000,13.462,False,0.000,0.982,14.399,0.000,218.32,71.19,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3195,True,323.947,98.289,0.000,111.751,-0.000,13.462,False,0.000,0.982,14.399,0.000,218.32,71.19,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3210,True,323.947,98.289,0.000,111.751,-0.000,13.462,False,0.000,0.982,14.399,0.000,218.32,71.19,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3225,True,323.947,98.289,0.000,111.751,-0.000,13.462,False,0.000,0.982,14.399,0.000,218.32,71.19,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3240,True,323.907,98.289,0.000,111.711,-0.000,13.422,False,0.000,0.982,14.399,0.000,218.32,71.15,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3255,True,323.867,98.289,0.000,111.671,-0.000,13.382,False,0.000,0.982,14.399,0.000,218.32,71.11,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3270,True,323.867,98.289,0.000,111.671,-0.000,13.382,False,0.000,0.982,14.399,0.000,218.32,71.11,38.52,0.00,0.00,0.0000,999.00000000,0.00000000
3285,True,322.907,97.863,0.000,111.245,-0.000,13.382,False,0.000,0.983,14.362,0.000,217.70,70.90,38.37,0.00,0.00,0.0000,999.00000000,0.00000000
3300,True,322.907,97.863,0.000,111.245,-0.000,13.382,False,0.000,0.983,14.362,0.000,217.70,70.89,38.37,0.00,0.00,0.0000,999.00000000,0.00000000
3315,True,322.690,97.863,0.000,111.028,-0.000,13.165,False,0.000,0.983,14.362,0.000,217.70,70.68,38.37,0.00,0.00,0.0000,999.00000000,0.00000000
3330,True,322.690,97.863,0.000,111.028,-0.000,13.165,False,0.000,0.983,14.362,0.000,217.70,70.68,38.37,0.00,0.00,0.0000,999.00000000,0.00000000
